Year,Issue,Author,Title,Abstract,source,text
2015,5,Anne Gregory,Practitioner-leaders’ representation of roles: The Melbourne Mandate,"This paper critically examines the Melbourne Mandate (Global Alliance, 2012), an advocacy platform developed by the Global Alliance (GA), the umbrella organisation representing 67 professional associations and 160,000 practitioners worldwide. The Mandate contains a proposition on how public relations professionals and professional bodies might better represent and promote their roles. The Mandate was created following a five-stage iterative process: first, a brainstorming session by GA Board members; second, a global survey of leaders of professional bodies identifying their opinions on issues requiring advocacy with key stakeholders such as business leaders, politicians, journalists and the public. Analysis of the 280 responses led to stage three, a three-strand ‘prospectus’ for discussion by the global public relations community. This led fourthly, to research and discussion by three global groups co-led by an academic and a practitioner drawn from the GA Board and from the pool of recognised leaders in the profession. These groups developed the three strands producing a draft Mandate which was then debated online before being discussed, in stage five, by 800 practitioners and academics attending the World Public Relations Forum in Melbourne, Australia in November 2012. Using face-to-face interactions, additional online observations, an on-site, online application and hard copy comments, the Mandate was refined and finalised in Melbourne. The Mandate identifies three critical roles for professionals: defining organisational character and values; building a culture of listening and engagement; and the fulfilment of responsibility in all its dimensions. The results offer an interesting representation of roles which can be seen as essentially normative, but which, examples demonstrated, are being enacted by some leading practitioners. The paper critically examines whether the Mandate furthers the GA's declared mission to advance the profession, and goes on to analyse both the process by which it was generated and the content. Among other topics the paper discusses whether the Melbourne Mandate could be proposed as a genuine attempt to capture the best representations of the practice and promote these for the benefit of the profession globally. Alternatively, it could be regarded as largely a distillation of the ambitions of the professions’ elite since the process was led by and largely shaped by them. It could also be argued as a further attempt at imposing western norms on a profession whose non-western members are under-represented in such initiatives (Gregory & Halff, 2013). The paper concludes with observations on the value of such initiatives.",academic_review,"Practitioner-leaders’ representation of roles: The Melbourne MandateThis paper critically examines the Melbourne Mandate (Global Alliance, 2012), an advocacy platform developed by the Global Alliance (GA), the umbrella organisation representing 67 professional associations and 160,000 practitioners worldwide. The Mandate contains a proposition on how public relations professionals and professional bodies might better represent and promote their roles. The Mandate was created following a five-stage iterative process: first, a brainstorming session by GA Board members; second, a global survey of leaders of professional bodies identifying their opinions on issues requiring advocacy with key stakeholders such as business leaders, politicians, journalists and the public. Analysis of the 280 responses led to stage three, a three-strand ‘prospectus’ for discussion by the global public relations community. This led fourthly, to research and discussion by three global groups co-led by an academic and a practitioner drawn from the GA Board and from the pool of recognised leaders in the profession. These groups developed the three strands producing a draft Mandate which was then debated online before being discussed, in stage five, by 800 practitioners and academics attending the World Public Relations Forum in Melbourne, Australia in November 2012. Using face-to-face interactions, additional online observations, an on-site, online application and hard copy comments, the Mandate was refined and finalised in Melbourne. The Mandate identifies three critical roles for professionals: defining organisational character and values; building a culture of listening and engagement; and the fulfilment of responsibility in all its dimensions. The results offer an interesting representation of roles which can be seen as essentially normative, but which, examples demonstrated, are being enacted by some leading practitioners. The paper critically examines whether the Mandate furthers the GA's declared mission to advance the profession, and goes on to analyse both the process by which it was generated and the content. Among other topics the paper discusses whether the Melbourne Mandate could be proposed as a genuine attempt to capture the best representations of the practice and promote these for the benefit of the profession globally. Alternatively, it could be regarded as largely a distillation of the ambitions of the professions’ elite since the process was led by and largely shaped by them. It could also be argued as a further attempt at imposing western norms on a profession whose non-western members are under-represented in such initiatives (Gregory & Halff, 2013). The paper concludes with observations on the value of such initiatives."
2015,5,Kate Fitch,"Promoting the Vampire Rights Amendment: Public relations, postfeminism and True Blood","Scholarship on public relations in popular culture presents an uncritical and unproblematic understanding of the representation of public relations. The aim of this study is to offer an alternative reading by examining a television series, which foregrounds public relations techniques and irony, and by situating this study within postfeminist scholarship and the vampire genre. It analyses the representation of public relations in HBO's television series, True Blood, focusing on the campaign to pass the Vampire Rights Amendment run by American Vampire League. The findings reveal there is no single reality of public relations. Instead, multiple discourses of public relations invite the audience to engage critically with public relations concepts and meaning-making. The representation of a powerful, female practitioner highlights the paradoxes of postfeminism and does not resolve gender issues. Public relations scholars must begin to develop a more sophisticated understanding of the processes of representation in popular culture, including the subversive use of humour and irony to encourage critique of normative ideals, and the significance for popular understandings of, and engagement with, public relations.",academic_review,"Promoting the Vampire Rights Amendment: Public relations, postfeminism and True BloodScholarship on public relations in popular culture presents an uncritical and unproblematic understanding of the representation of public relations. The aim of this study is to offer an alternative reading by examining a television series, which foregrounds public relations techniques and irony, and by situating this study within postfeminist scholarship and the vampire genre. It analyses the representation of public relations in HBO's television series, True Blood, focusing on the campaign to pass the Vampire Rights Amendment run by American Vampire League. The findings reveal there is no single reality of public relations. Instead, multiple discourses of public relations invite the audience to engage critically with public relations concepts and meaning-making. The representation of a powerful, female practitioner highlights the paradoxes of postfeminism and does not resolve gender issues. Public relations scholars must begin to develop a more sophisticated understanding of the processes of representation in popular culture, including the subversive use of humour and irony to encourage critique of normative ideals, and the significance for popular understandings of, and engagement with, public relations."
2015,5,Scott Davidson,Everywhere and nowhere: Theorising and researching public affairs and lobbying within public relations scholarship,"Public affairs and lobbying is a high status and strategically vital public relations specialism. It is a field of PR practice that generates high levels of both scholarly and public concern in regard to its perceived role in supporting corporate power and the associated impact on the functional legitimacy of democratic institutions. For this paper a content analysis was conducted of academic journals (between 2000 and 2013) to provide insights into how public affairs and lobbying have been theorised and researched within public relations scholarship and to ascertain to what degree wider public concerns have been addressed. Findings include an empirical confirmation of the low level of research activity on public affairs; that stakeholder and rhetorical theories have been the most widely used theories, but are far from constituting dominant paradigms; that scholarship has privileged functional objectives over civic concerns; and that published work originates almost entirely from institutions in Europe and the US with the Global South invisible. The paper also discusses future directions for research in public affairs and advocates the placing of discourse into definitions of public affairs, and that academic public relations should assert responsibility for this field, but in a manner that more equitably balances organisational and societal concerns.",academic_review,"Everywhere and nowhere: Theorising and researching public affairs and lobbying within public relations scholarshipPublic affairs and lobbying is a high status and strategically vital public relations specialism. It is a field of PR practice that generates high levels of both scholarly and public concern in regard to its perceived role in supporting corporate power and the associated impact on the functional legitimacy of democratic institutions. For this paper a content analysis was conducted of academic journals (between 2000 and 2013) to provide insights into how public affairs and lobbying have been theorised and researched within public relations scholarship and to ascertain to what degree wider public concerns have been addressed. Findings include an empirical confirmation of the low level of research activity on public affairs; that stakeholder and rhetorical theories have been the most widely used theories, but are far from constituting dominant paradigms; that scholarship has privileged functional objectives over civic concerns; and that published work originates almost entirely from institutions in Europe and the US with the Global South invisible. The paper also discusses future directions for research in public affairs and advocates the placing of discourse into definitions of public affairs, and that academic public relations should assert responsibility for this field, but in a manner that more equitably balances organisational and societal concerns."
2015,5,"David McKie, Paul Willis","Advancing tendencies? PR leadership, general leadership, and leadership pedagogy","What are the best ways to advance PR leadership? In exploring answers, we consider the last two decades of PR literature and identify two main tendencies. We link those two with general leadership literature and practices, as well as with literature on leadership pedagogy. We conclude that, rather than recent moves to look within the field, without self-reflection, to existing PR perspectives and figures for solutions, looking outwards has greater potential to transform not only the PR leadership literature, and PR practice, but also to create less hierarchical, and more democratic and “leaderful,” PR workplaces.",academic_review,"Advancing tendencies? PR leadership, general leadership, and leadership pedagogyWhat are the best ways to advance PR leadership? In exploring answers, we consider the last two decades of PR literature and identify two main tendencies. We link those two with general leadership literature and practices, as well as with literature on leadership pedagogy. We conclude that, rather than recent moves to look within the field, without self-reflection, to existing PR perspectives and figures for solutions, looking outwards has greater potential to transform not only the PR leadership literature, and PR practice, but also to create less hierarchical, and more democratic and “leaderful,” PR workplaces."
2015,5,Roumen Dimitrov,Silence and invisibility in public relations,"Public relations practitioners and academics are often silent on silence because the stigma on silence threatens to become a stigma on public relations. Journalists and communicators work in professional exchange and strive. The public relations practitioners are fully visible for the journalists; invisible are they only for the public. Silence has become a “code word” journalists use to pressure information sources not to shut up. This paper discusses public relations responses to that stigma, which include strategies of silence. I draw ideas from Aristotle's “apophatic” silence, Michel Foucault's “exhaustive representation”, Frances Sendbuehler's “profound communication silence” and John Cage's “sound of silence”. I suggest borrowing from those ideas and the development of silence and invisibility as central categories in public relations. Both are carriers of meaning. Both are ontological, neutral phenomena – neither good nor bad. I show possible applications in the areas of resistance, framing and change.",academic_review,"Silence and invisibility in public relationsPublic relations practitioners and academics are often silent on silence because the stigma on silence threatens to become a stigma on public relations. Journalists and communicators work in professional exchange and strive. The public relations practitioners are fully visible for the journalists; invisible are they only for the public. Silence has become a “code word” journalists use to pressure information sources not to shut up. This paper discusses public relations responses to that stigma, which include strategies of silence. I draw ideas from Aristotle's “apophatic” silence, Michel Foucault's “exhaustive representation”, Frances Sendbuehler's “profound communication silence” and John Cage's “sound of silence”. I suggest borrowing from those ideas and the development of silence and invisibility as central categories in public relations. Both are carriers of meaning. Both are ontological, neutral phenomena – neither good nor bad. I show possible applications in the areas of resistance, framing and change."
2015,5,"Katerina Tsetsura, Joshua Bentley, Taylor Newcomb",Idealistic and conflicted: New portrayals of public relations practitioners in film,"The profession of public relations is often portrayed negatively in popular culture. Cultivation theory suggests that these negative portrayals are likely to affect public perception of the profession. Building on Miller's (1999) study of public relations portrayals in the entertainment media, this study analyzed 10 recent films to determine how public relations characters were represented. The analysis was generally consistent with Miller's finding that archetypical negative stereotypes of public relations professionals abound. The study also identified two new portrayals of the professionals in popular film, idealistic and conflicted. In light of this finding, theoretical and practical suggestions are offered to help public relations practitioners counteract these unflattering portrayals.",academic_review,"Idealistic and conflicted: New portrayals of public relations practitioners in filmThe profession of public relations is often portrayed negatively in popular culture. Cultivation theory suggests that these negative portrayals are likely to affect public perception of the profession. Building on Miller's (1999) study of public relations portrayals in the entertainment media, this study analyzed 10 recent films to determine how public relations characters were represented. The analysis was generally consistent with Miller's finding that archetypical negative stereotypes of public relations professionals abound. The study also identified two new portrayals of the professionals in popular film, idealistic and conflicted. In light of this finding, theoretical and practical suggestions are offered to help public relations practitioners counteract these unflattering portrayals."
2015,5,Robert Gill,Why the PR strategy of storytelling improves employee engagement and adds value to CSR: An integrated literature review,"This literature review paper examines theoretical text on corporate storytelling to ascertain if it can be a valuable public relations (PR) strategy to heighten employee engagement, and to identify how storytelling may improve internal loyalty to the corporate brand that ultimately strengthens internal and external reputation – validating its worth for an organisation's corporate social responsibility (CSR). The paper includes an integrated literature review of contemporary text and theories on storytelling from academics and industry leaders relating to the benefits of using corporate stories; corporate stories and employee engagement; employee engagement and enhanced internal reputation; the link between internal and external reputation; the benefits of PR strategies to CSR; and the limitations of corporate storytelling. Results from a 2012 Australian corporate survey on the use of storytelling are also integrated into the review. Many theorists endorse corporate storytelling as a valuable medium for engaging with employees and improving internal reputation. However, both contemporary academic and industry analysis appears limited in acknowledgement of a link between internal storytelling and improved CSR. The paper draws a link between using corporate stories to engage more deeply with staff in order to strengthen internal loyalty and effect a stronger external reputation, as organisations seek to heighten their CSR credibility and make employees their reputation champions. This link appears to be given limited attention in current PR academic text.",academic_review,"Why the PR strategy of storytelling improves employee engagement and adds value to CSR: An integrated literature reviewThis literature review paper examines theoretical text on corporate storytelling to ascertain if it can be a valuable public relations (PR) strategy to heighten employee engagement, and to identify how storytelling may improve internal loyalty to the corporate brand that ultimately strengthens internal and external reputation – validating its worth for an organisation's corporate social responsibility (CSR). The paper includes an integrated literature review of contemporary text and theories on storytelling from academics and industry leaders relating to the benefits of using corporate stories; corporate stories and employee engagement; employee engagement and enhanced internal reputation; the link between internal and external reputation; the benefits of PR strategies to CSR; and the limitations of corporate storytelling. Results from a 2012 Australian corporate survey on the use of storytelling are also integrated into the review. Many theorists endorse corporate storytelling as a valuable medium for engaging with employees and improving internal reputation. However, both contemporary academic and industry analysis appears limited in acknowledgement of a link between internal storytelling and improved CSR. The paper draws a link between using corporate stories to engage more deeply with staff in order to strengthen internal loyalty and effect a stronger external reputation, as organisations seek to heighten their CSR credibility and make employees their reputation champions. This link appears to be given limited attention in current PR academic text."
2015,5,Johanna Fawkes,Performance and Persona: Goffman and Jung's approaches to professional identity applied to public relations,"Public relations work involves shaping, reflecting and communicating identity for organisations and individuals, and is in turn shaped by the professional identity both of the field and individual public relations practitioners. This paper explores these issues from the dual perspectives of sociologist Erving Goffman's (1922–1982) reflections on the performance of work and Carl Jung's (1875–1961) concept of Persona, the socially acceptable face of the individual or group. The former explores these issues through observation of external behaviours, the latter by engaging with the psyche. Goffman and Jung, despite their conflicting worldviews, offer a complementary understanding of the operation, internal and external, of professional identity. The paper, which is conceptual and interpretive, with the objective of building theory, summarises contemporary approaches to professional identity in public relations and other fields, before introducing Goffman, who is often mentioned in this context, and Jung, who is not. Together these two scholars offer insights into the interior and exterior aspects of identity, which is here applied to public relations, raising questions both about the production of identity as a commodity for others and the production of self-image of public relations practitioners. The introduction of Jungian thinking brings the inward or experiential dimension of professional identity to this debate.",academic_review,"Performance and Persona: Goffman and Jung's approaches to professional identity applied to public relationsPublic relations work involves shaping, reflecting and communicating identity for organisations and individuals, and is in turn shaped by the professional identity both of the field and individual public relations practitioners. This paper explores these issues from the dual perspectives of sociologist Erving Goffman's (1922–1982) reflections on the performance of work and Carl Jung's (1875–1961) concept of Persona, the socially acceptable face of the individual or group. The former explores these issues through observation of external behaviours, the latter by engaging with the psyche. Goffman and Jung, despite their conflicting worldviews, offer a complementary understanding of the operation, internal and external, of professional identity. The paper, which is conceptual and interpretive, with the objective of building theory, summarises contemporary approaches to professional identity in public relations and other fields, before introducing Goffman, who is often mentioned in this context, and Jung, who is not. Together these two scholars offer insights into the interior and exterior aspects of identity, which is here applied to public relations, raising questions both about the production of identity as a commodity for others and the production of self-image of public relations practitioners. The introduction of Jungian thinking brings the inward or experiential dimension of professional identity to this debate."
2015,5,Paul Willis,"Preach wine and serve vinegar: Public relations, relationships and doublethink","This article argues that organization–public relationships (OPR) generate challenges for PR as both a practical and theoretical discipline. The investigation is set against the backdrop of the growing pre-occupation with OPR in research and practice. The study highlights disconnections between how the field represents itself in an OPR context and the existence of particular attitudes and practices in each of these areas. It uses the Orwellian concept of doublethink as a conceptual device to tease out these tensions. These contradictions are framed as public relations doublethink and presented as critical propositions designed to illustrate the gaps that can exist between representation and reality. The article also debates the implications of these examples for the practical and theoretical development of public relations using research that considers how organizations listen to stakeholders on-line. It seeks to stimulate further debate through a new conceptualization of social media listening, as well as a set of inter-disciplinary insights concerned with the study of complex phenomenon.",academic_review,"Preach wine and serve vinegar: Public relations, relationships and doublethinkThis article argues that organization–public relationships (OPR) generate challenges for PR as both a practical and theoretical discipline. The investigation is set against the backdrop of the growing pre-occupation with OPR in research and practice. The study highlights disconnections between how the field represents itself in an OPR context and the existence of particular attitudes and practices in each of these areas. It uses the Orwellian concept of doublethink as a conceptual device to tease out these tensions. These contradictions are framed as public relations doublethink and presented as critical propositions designed to illustrate the gaps that can exist between representation and reality. The article also debates the implications of these examples for the practical and theoretical development of public relations using research that considers how organizations listen to stakeholders on-line. It seeks to stimulate further debate through a new conceptualization of social media listening, as well as a set of inter-disciplinary insights concerned with the study of complex phenomenon."
2015,5,"W. Timothy Coombs, Sherry J. Holladay",Public relations’ “Relationship Identity” in research: Enlightenment or illusion,"Public relations’ identity in research sets parameters that can limit or illuminate the field. In this paper we consider how public relations have been developing a “relationship identity” in research. General public relations research, as opposed to sub-disciplines such as crisis communication, is dominated by a relationships approach. The focus on relationship was designed to enlighten public relations research and even improve the practice. But has the emphasis on relationships and focus on the organization–public relationship (OPR) as an outcome really enlightened public relations research? This paper explores four concerns about the application: (1) problems associated with applying a concept from interpersonal communication to public relations, (2) how identities affect the formation of close relationships, (3) the value of close relationships for publics, and (4) the parasocial nature of organization–public relationships. While of some heuristic value, the relationship focus should not be embraced uncritically. Public relations researchers should be cautious about concentrating on close relationships between organizations and publics and seek appropriate re-formulations and alternatives that more accurately depict organization–public connections. We should consider the value of weak relationships and parasocial relationships if we are to maximize the value of a relationship approach to public relations.",academic_review,"Public relations’ “Relationship Identity” in research: Enlightenment or illusionPublic relations’ identity in research sets parameters that can limit or illuminate the field. In this paper we consider how public relations have been developing a “relationship identity” in research. General public relations research, as opposed to sub-disciplines such as crisis communication, is dominated by a relationships approach. The focus on relationship was designed to enlighten public relations research and even improve the practice. But has the emphasis on relationships and focus on the organization–public relationship (OPR) as an outcome really enlightened public relations research? This paper explores four concerns about the application: (1) problems associated with applying a concept from interpersonal communication to public relations, (2) how identities affect the formation of close relationships, (3) the value of close relationships for publics, and (4) the parasocial nature of organization–public relationships. While of some heuristic value, the relationship focus should not be embraced uncritically. Public relations researchers should be cautious about concentrating on close relationships between organizations and publics and seek appropriate re-formulations and alternatives that more accurately depict organization–public connections. We should consider the value of weak relationships and parasocial relationships if we are to maximize the value of a relationship approach to public relations."
2015,5,"Jordi Xifra, Maria-Rosa Collell",Capturing the recent history of public affairs occupational culture: A comparative case study on the image of lobbying in the early 21st century,"This article analyzes the narrative structures of two audiovisual products from the point of view of public relations cinematic discourse: the documentary State Legislature, directed by Frederick Wiseman, and the TV series K Street, created and directed by Steven Soderbergh. Both productions capture the activity of lobbyists in the state and federal governmental arenas, are remarkable ethnographic exercises in analyzing the practice of lobbying in the United States and major examples of the media representation of corporate public affairs. Accordingly, State Legislature and K Street are key sources of the recent history of public relations occupational culture.",academic_review,"Capturing the recent history of public affairs occupational culture: A comparative case study on the image of lobbying in the early 21st centuryThis article analyzes the narrative structures of two audiovisual products from the point of view of public relations cinematic discourse: the documentary State Legislature, directed by Frederick Wiseman, and the TV series K Street, created and directed by Steven Soderbergh. Both productions capture the activity of lobbyists in the state and federal governmental arenas, are remarkable ethnographic exercises in analyzing the practice of lobbying in the United States and major examples of the media representation of corporate public affairs. Accordingly, State Legislature and K Street are key sources of the recent history of public relations occupational culture."
2015,5,"Robert L. Heath, W. Timothy Coombs, Lee Edwards, Michael J. Palenchar, David McKie",Shaping the field: Bob Heath and the two volumes of the Encyclopedia of Public Relations,"The five papers on this theme emerged from a plenary panel with the same title as the one above at the third Barcelona International PR Conference held on 2–3 July, 2013. They were stimulated by the then-forthcoming publication of the second edition of the Encyclopedia of Public Relations although they also address the first edition, the place of both in the public relations field, and links to issues surrounding encyclopedias in general. At the time of this submission, most of the authors had not seen the complete published copy that was released in late September, 2013. All five articles, albeit with some overlap as this was not a co-written project, are presented here as individual pieces with different titles and a variety of approaches.",academic_review,"Shaping the field: Bob Heath and the two volumes of the Encyclopedia of Public RelationsThe five papers on this theme emerged from a plenary panel with the same title as the one above at the third Barcelona International PR Conference held on 2–3 July, 2013. They were stimulated by the then-forthcoming publication of the second edition of the Encyclopedia of Public Relations although they also address the first edition, the place of both in the public relations field, and links to issues surrounding encyclopedias in general. At the time of this submission, most of the authors had not seen the complete published copy that was released in late September, 2013. All five articles, albeit with some overlap as this was not a co-written project, are presented here as individual pieces with different titles and a variety of approaches."
2015,5,"Gregor Halff, Anne Gregory",What is public relations to society? Toward an economically informed understanding of public relations,"The notion of public relations contributing to the fabric of society is heavily contested in the public sphere and under-researched by the academy. The authors of this paper propose that the study of the relevance of public relations to society can be enlightened by turning to economics. Using information asymmetry as a framework, the argument is that public relations can be analyzed as a social institution that both helps to mitigate market imperfections and consequently increases the efficiency with which society’s resources are allocated as well as the chances for more market participants to derive value out of economic transactions.",academic_review,"What is public relations to society? Toward an economically informed understanding of public relationsThe notion of public relations contributing to the fabric of society is heavily contested in the public sphere and under-researched by the academy. The authors of this paper propose that the study of the relevance of public relations to society can be enlightened by turning to economics. Using information asymmetry as a framework, the argument is that public relations can be analyzed as a social institution that both helps to mitigate market imperfections and consequently increases the efficiency with which society’s resources are allocated as well as the chances for more market participants to derive value out of economic transactions."
2015,5,Johanna Fawkes,A Jungian conscience: Self-awareness for public relations practice,"This article relates Carl Jung's theories of consciousness and conscience to contemporary public relations practice, applying Jungian methods of self-awareness to public relations as a field. The chapter concludes with challenges for practitioners, individually and as a profession, to increase self-awareness, an essential prerequisite for ethical practice. It takes an interpretive approach, drawing on literature from Jungian scholarship, organisational psychology and moral philosophy. These explorations are developed at book-length in Fawkes (2014. Public relations ethics and professionalism: The shadow of excellence. London and New York, NY: Routledge), but here the focus is on practice and practitioners’ access to conscience through consciousness. After a brief summary of the Jungian psyche and the role of consciousness in activating conscience, this paper suggests questions and reflections for the profession and its constituent practitioners. This discussion is strongly linked to developing an ethical attitude (Solomon (2001). Journal of Analytic Psychology, 46(3)), one based not on rules or codes but on individual and collective self-awareness.",academic_review,"A Jungian conscience: Self-awareness for public relations practiceThis article relates Carl Jung's theories of consciousness and conscience to contemporary public relations practice, applying Jungian methods of self-awareness to public relations as a field. The chapter concludes with challenges for practitioners, individually and as a profession, to increase self-awareness, an essential prerequisite for ethical practice. It takes an interpretive approach, drawing on literature from Jungian scholarship, organisational psychology and moral philosophy. These explorations are developed at book-length in Fawkes (2014. Public relations ethics and professionalism: The shadow of excellence. London and New York, NY: Routledge), but here the focus is on practice and practitioners’ access to conscience through consciousness. After a brief summary of the Jungian psyche and the role of consciousness in activating conscience, this paper suggests questions and reflections for the profession and its constituent practitioners. This discussion is strongly linked to developing an ethical attitude (Solomon (2001). Journal of Analytic Psychology, 46(3)), one based not on rules or codes but on individual and collective self-awareness."
2015,5,"Kimmo Taiminen, Vilma Luoma-aho, Kristiina Tolvanen",The transparent communicative organization and new hybrid forms of content,"Building on the Global Alliance for Public Relations and Communication Management’s Melbourne Mandate’s understanding of a communicative organization consisting of organizational character, responsibility and listening and engagement, this paper explores these principles in the context of new hybrid forms of online content. This study asks about the role of transparency in the context of commercial hybrid content. Through theoretical consideration as well as interviews of representatives of public relations and marketing communication associations and agencies in Finland, the article presents the practitioners’ perceptions and experiences using the literature on transparency. To better understand the communicative organization of today in the context of hybrid content creation, we propose the concept of the “transparent communicative organization.” We suggest four new propositions for the practice of hybrid forms of engaging publics to support the transparent communicative organization: (1) source identification to enable trust, (2) two-way transparency inviting user feedback, (3) stakeholder-centric arenas to enable engagement, and (4) content on organizational expertise to build long-term engagement. We invite further public relations research to improve and test these preliminary propositions as the use of hybrid content increases.",academic_review,"The transparent communicative organization and new hybrid forms of contentBuilding on the Global Alliance for Public Relations and Communication Management’s Melbourne Mandate’s understanding of a communicative organization consisting of organizational character, responsibility and listening and engagement, this paper explores these principles in the context of new hybrid forms of online content. This study asks about the role of transparency in the context of commercial hybrid content. Through theoretical consideration as well as interviews of representatives of public relations and marketing communication associations and agencies in Finland, the article presents the practitioners’ perceptions and experiences using the literature on transparency. To better understand the communicative organization of today in the context of hybrid content creation, we propose the concept of the “transparent communicative organization.” We suggest four new propositions for the practice of hybrid forms of engaging publics to support the transparent communicative organization: (1) source identification to enable trust, (2) two-way transparency inviting user feedback, (3) stakeholder-centric arenas to enable engagement, and (4) content on organizational expertise to build long-term engagement. We invite further public relations research to improve and test these preliminary propositions as the use of hybrid content increases."
2015,5,"Elena Gutiérrez-García, Monica Recalde, Alejandra Piñera-Camacho",Reinventing the wheel? A comparative overview of the concept of dialogue,"The concept of dialogue has always been a mainstay in the research literature on public relations. However, the fields of corporate communication and, more recently, business management have focused on different aspects of the notion. Despite such increased research interest, the concept of dialogue yields a range of analytical perspectives; this is due in part to the fragmentation of academic study, whereby scholars pursue parallel lines of inquiry that never intersect in interdisciplinary exchange. Therefore, the twofold purpose of this article is to explore the concept of dialogue in the context of business: on the one hand, to offer an interdisciplinary account of dialogue based on a model of analysis shaped by the five key dimensions of the concept; and on the other hand, to use the model to trace which perspectives are articulated in the related theory. In short, the article works towards a clearer understanding of the management implications that stem from the conceptualization of dialogue.",academic_review,"Reinventing the wheel? A comparative overview of the concept of dialogueThe concept of dialogue has always been a mainstay in the research literature on public relations. However, the fields of corporate communication and, more recently, business management have focused on different aspects of the notion. Despite such increased research interest, the concept of dialogue yields a range of analytical perspectives; this is due in part to the fragmentation of academic study, whereby scholars pursue parallel lines of inquiry that never intersect in interdisciplinary exchange. Therefore, the twofold purpose of this article is to explore the concept of dialogue in the context of business: on the one hand, to offer an interdisciplinary account of dialogue based on a model of analysis shaped by the five key dimensions of the concept; and on the other hand, to use the model to trace which perspectives are articulated in the related theory. In short, the article works towards a clearer understanding of the management implications that stem from the conceptualization of dialogue."
2015,5,Mary Lee,Constructing the nation through negotiating: An outcome of using grounded theory,"This article presents representations of the nation by a group of at-risk youth residing in welfare homes. These co-constructions of what it means to live in Singapore and what it means to be a citizen in that country were part of a research project to answer the call by critical political observers in Singapore to expand the space for ideas and perspectives regarding Singapore other than those from the governing elite. Led by a critical culture sensibility for theorising from below, the author spoke with 25 teenagers from troubled backgrounds, and analysed and interpreted the conversations using constructivist grounded theory. Fourteen categories emerged from the corpus, with negotiating becoming the core category articulating all 14 categories, and accounting for the dialectical relations amongst the categories as well as the discontinuities between the categories and the dominant nation building narrative as embodied in the Singapore Story. The core category instantiates the discursive empowerment of the youth. The suggestion is to open up discursive spaces for marginalised voices. Public relations, in its capacity for listening and co-construction, can play a nation building role that goes beyond managing information campaigns.",academic_review,"Constructing the nation through negotiating: An outcome of using grounded theoryThis article presents representations of the nation by a group of at-risk youth residing in welfare homes. These co-constructions of what it means to live in Singapore and what it means to be a citizen in that country were part of a research project to answer the call by critical political observers in Singapore to expand the space for ideas and perspectives regarding Singapore other than those from the governing elite. Led by a critical culture sensibility for theorising from below, the author spoke with 25 teenagers from troubled backgrounds, and analysed and interpreted the conversations using constructivist grounded theory. Fourteen categories emerged from the corpus, with negotiating becoming the core category articulating all 14 categories, and accounting for the dialectical relations amongst the categories as well as the discontinuities between the categories and the dominant nation building narrative as embodied in the Singapore Story. The core category instantiates the discursive empowerment of the youth. The suggestion is to open up discursive spaces for marginalised voices. Public relations, in its capacity for listening and co-construction, can play a nation building role that goes beyond managing information campaigns."
2015,5,Derina R. Holtzhausen,The unethical consequences of professional communication codes of ethics: A postmodern analysis of ethical decision-making in communication practice,"This article reviews the role of professional communication codes of ethics through a postmodern lens. It argues that codes of ethics interfere with individual ethical decision-making and move ethical responsibility away from the individual to that of the group. While recognizing the power of human agency in ethical decision-making, the article argues that in professional environments human agents also are bound by laws and contracts, which hamper unencumbered ethical decision-making in public relations practice. It critiques the role of public relations in promoting the ethical standards and ideologies of the powerful people they serve. They do this by presenting these ideologies and ethical standards as rational and objective. It argues for the rejection of universal codes of ethics of professional organizations in favor of individual, responsible ethical decision-making, which will be determined by the specific environment and situation of the practitioner. The moral impulse to the Other then becomes the guiding principle and the purest form of ethical decision-making in the workplace.",academic_review,"The unethical consequences of professional communication codes of ethics: A postmodern analysis of ethical decision-making in communication practiceThis article reviews the role of professional communication codes of ethics through a postmodern lens. It argues that codes of ethics interfere with individual ethical decision-making and move ethical responsibility away from the individual to that of the group. While recognizing the power of human agency in ethical decision-making, the article argues that in professional environments human agents also are bound by laws and contracts, which hamper unencumbered ethical decision-making in public relations practice. It critiques the role of public relations in promoting the ethical standards and ideologies of the powerful people they serve. They do this by presenting these ideologies and ethical standards as rational and objective. It argues for the rejection of universal codes of ethics of professional organizations in favor of individual, responsible ethical decision-making, which will be determined by the specific environment and situation of the practitioner. The moral impulse to the Other then becomes the guiding principle and the purest form of ethical decision-making in the workplace."
